,open,high,low,close,adjclose,volume,ticker
2022-07-01,1.1202579736709595,1.1676640510559082,1.0603660345077515,1.0630550384521484,1.0630550384521484,445435559,SAND-USD
2022-07-02,1.063891053199768,1.076035976409912,1.007572054862976,1.042673945426941,1.042673945426941,206691586,SAND-USD
2022-07-03,1.0426280498504639,1.0515539646148682,1.0091960430145264,1.0417799949645996,1.0417799949645996,151449506,SAND-USD
2022-07-04,1.0421600341796875,1.2160719633102417,1.036661982536316,1.2012300491333008,1.2012300491333008,451104010,SAND-USD
2022-07-05,1.2013579607009888,1.2251349687576294,1.110213041305542,1.1794019937515259,1.1794019937515259,461282607,SAND-USD
2022-07-06,1.1798310279846191,1.2794770002365112,1.1563730239868164,1.2624889612197876,1.2624889612197876,568433205,SAND-USD
2022-07-07,1.262516975402832,1.3134440183639526,1.2414530515670776,1.283182978630066,1.283182978630066,491535139,SAND-USD
2022-07-08,1.283041000366211,1.3090020418167114,1.2061469554901123,1.2282520532608032,1.2282520532608032,440746368,SAND-USD
2022-07-09,1.2274060249328613,1.2443779706954956,1.2185300588607788,1.2256319522857666,1.2256319522857666,222389871,SAND-USD
2022-07-10,1.2257159948349,1.226531982421875,1.1503260135650635,1.1624809503555298,1.1624809503555298,217415632,SAND-USD
2022-07-11,1.1622899770736694,1.1630330085754395,1.0869330167770386,1.096107006072998,1.096107006072998,294216222,SAND-USD
2022-07-12,1.0962729454040527,1.1513409614562988,1.09169602394104,1.0961610078811646,1.0961610078811646,320005578,SAND-USD
2022-07-13,1.09456205368042,1.1714880466461182,1.062356948852539,1.1679669618606567,1.1679669618606567,385693359,SAND-USD
2022-07-14,1.1679739952087402,1.2119430303573608,1.1207629442214966,1.201859951019287,1.201859951019287,405508122,SAND-USD
2022-07-15,1.2022210359573364,1.227484941482544,1.1737099885940552,1.207231044769287,1.207231044769287,352746747,SAND-USD
2022-07-16,1.2070749998092651,1.262542963027954,1.1979479789733887,1.2502460479736328,1.2502460479736328,367439364,SAND-USD
2022-07-17,1.250411033630371,1.262876033782959,1.1803020238876343,1.180353045463562,1.180353045463562,305212461,SAND-USD
2022-07-18,1.1804800033569336,1.3926090002059937,1.1804800033569336,1.3857589960098267,1.3857589960098267,725102843,SAND-USD
2022-07-19,1.3853939771652222,1.4663410186767578,1.347409963607788,1.4213860034942627,1.4213860034942627,892330391,SAND-USD
2022-07-20,1.4214379787445068,1.4881360530853271,1.3123480081558228,1.3273329734802246,1.3273329734802246,604835885,SAND-USD
2022-07-21,1.3273589611053467,1.3941160440444946,1.2811959981918335,1.3815280199050903,1.3815280199050903,507678417,SAND-USD
2022-07-22,1.3815009593963623,1.4309799671173096,1.3230780363082886,1.330435037612915,1.330435037612915,408749085,SAND-USD
2022-07-23,1.3298790454864502,1.3761399984359741,1.3019529581069946,1.3457659482955933,1.3457659482955933,323900340,SAND-USD
2022-07-24,1.345710039138794,1.376173973083496,1.3277980089187622,1.340844988822937,1.340844988822937,305870472,SAND-USD
2022-07-25,1.3405630588531494,1.343991994857788,1.2068179845809937,1.2068179845809937,1.2068179845809937,329176355,SAND-USD
2022-07-26,1.2073090076446533,1.2073090076446533,1.1320339441299438,1.180556058883667,1.180556058883667,272369232,SAND-USD
2022-07-27,1.180907964706421,1.315317988395691,1.1545679569244385,1.315317988395691,1.315317988395691,363382919,SAND-USD
2022-07-28,1.314965009689331,1.3871300220489502,1.2730979919433594,1.3561890125274658,1.3561890125274658,466873408,SAND-USD
2022-07-29,1.3562740087509155,1.4007680416107178,1.2962110042572021,1.329450011253357,1.329450011253357,519621022,SAND-USD
2022-07-30,1.329658031463623,1.4286819696426392,1.3138500452041626,1.3351850509643555,1.3351850509643555,456102088,SAND-USD
2022-07-31,1.3351809978485107,1.3820669651031494,1.2995280027389526,1.3080559968948364,1.3080559968948364,360884006,SAND-USD
2022-08-01,1.3080029487609863,1.3452160358428955,1.2789080142974854,1.3235399723052979,1.3235399723052979,322653204,SAND-USD
2022-08-02,1.3236520290374756,1.3444880247116089,1.2466800212860107,1.2718759775161743,1.2718759775161743,339606228,SAND-USD
2022-08-03,1.2714359760284424,1.3121960163116455,1.2333840131759644,1.2606470584869385,1.2606470584869385,275066714,SAND-USD
2022-08-04,1.2606040239334106,1.341933012008667,1.259719967842102,1.2974050045013428,1.2974050045013428,333112429,SAND-USD
2022-08-05,1.2972279787063599,1.351302981376648,1.292834997177124,1.348863959312439,1.348863959312439,297969050,SAND-USD
2022-08-06,1.3489279747009277,1.3688340187072754,1.3159739971160889,1.318627953529358,1.318627953529358,237200587,SAND-USD
2022-08-07,1.318953037261963,1.3419820070266724,1.2970739603042603,1.3178989887237549,1.3178989887237549,163418602,SAND-USD
2022-08-08,1.3180259466171265,1.3883869647979736,1.3169039487838745,1.3473589420318604,1.3473589420318604,320976794,SAND-USD
2022-08-09,1.3478939533233643,1.3802679777145386,1.2712140083312988,1.2928800582885742,1.2928800582885742,321525303,SAND-USD
2022-08-10,1.2929110527038574,1.3460259437561035,1.2630000114440918,1.3444390296936035,1.3444390296936035,355808883,SAND-USD
2022-08-11,1.3445359468460083,1.3681119680404663,1.3191659450531006,1.3246179819107056,1.3246179819107056,362077261,SAND-USD
2022-08-12,1.3244400024414062,1.3333749771118164,1.2903599739074707,1.3333749771118164,1.3333749771118164,268984415,SAND-USD
2022-08-13,1.3329130411148071,1.3855079412460327,1.3212939500808716,1.324450969696045,1.324450969696045,342184906,SAND-USD
2022-08-14,1.3245569467544556,1.4193470478057861,1.3175129890441895,1.3409030437469482,1.3409030437469482,540580382,SAND-USD
2022-08-15,1.341001033782959,1.3971760272979736,1.2846779823303223,1.3109550476074219,1.3109550476074219,480739583,SAND-USD
2022-08-16,1.3102469444274902,1.321051001548767,1.2638659477233887,1.274088978767395,1.274088978767395,332752217,SAND-USD
2022-08-17,1.2740529775619507,1.3095769882202148,1.2118109464645386,1.2150390148162842,1.2150390148162842,364143955,SAND-USD
2022-08-18,1.215311050415039,1.238340973854065,1.137742042541504,1.154440999031067,1.154440999031067,312927440,SAND-USD
2022-08-19,1.154302954673767,1.154798984527588,1.0394870042800903,1.0458920001983643,1.0458920001983643,435895871,SAND-USD
2022-08-20,1.0456349849700928,1.078233003616333,1.009672999382019,1.0400409698486328,1.0400409698486328,306895395,SAND-USD
2022-08-21,1.0397809743881226,1.0835230350494385,1.033136010169983,1.0720880031585693,1.0720880031585693,229386084,SAND-USD
2022-08-22,1.072152018547058,1.07218599319458,1.0135509967803955,1.0516690015792847,1.0516690015792847,350656719,SAND-USD
2022-08-23,1.0516639947891235,1.073768973350525,1.0195159912109375,1.0674810409545898,1.0674810409545898,252788598,SAND-USD
2022-08-24,1.067587971687317,1.0717099905014038,1.0301309823989868,1.0459140539169312,1.0459140539169312,246148864,SAND-USD
2022-08-25,1.0460619926452637,1.07089102268219,1.0357650518417358,1.0511829853057861,1.0511829853057861,224455086,SAND-USD
2022-08-26,1.0509740114212036,1.0546389818191528,0.9515460133552551,0.9571269750595093,0.9571269750595093,338133942,SAND-USD
